id,ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi
131.0,2.65,3.22,3.18,2.75,2.52,2.92,1.88,3.74,91.5,93.7,74.3,97.8,80.4,75.5,0.0,4.9,4.9,2.8,3.2,3.1,3.1,Tidak Bekerja,0.0,Tinggi
132.0,2.67,2.74,2.97,3.09,2.2,2.34,2.26,3.46,83.8,85.2,85.6,77.8,100.0,89.1,0.0,5.1,2.8,2.7,4.4,3.6,2.9,Tidak Bekerja,0.0,Rendah
133.0,2.03,3.18,2.28,2.14,3.17,2.93,3.15,3.21,100.0,83.4,70.4,87.7,78.3,75.4,1.0,5.2,6.7,3.3,7.5,3.0,4.5,Tidak Bekerja,,Menengah
134.0,2.44,3.12,2.12,2.2,3.18,2.92,2.53,2.93,75.5,86.1,86.3,81.3,76.6,85.7,0.0,4.9,4.1,2.9,5.0,4.1,2.9,Paruh Waktu,14.0,Menengah
135.0,3.89,2.44,1.98,1.81,3.11,1.81,2.56,2.97,86.9,89.3,87.2,97.8,75.5,78.2,0.0,3.5,6.7,6.8,5.9,7.4,2.6,Paruh Waktu,11.0,Menengah
136.0,3.09,2.72,3.33,2.12,2.12,3.13,2.17,3.05,88.7,78.1,88.7,72.7,75.0,,0.0,5.2,4.4,5.9,5.8,8.1,,Paruh Waktu,13.0,Rendah
,2.86,2.79,3.56,3.73,2.36,2.75,2.85,,91.3,82.6,74.3,82.2,75.0,95.4,1.0,8.8,5.5,5.2,5.3,7.4,7.3,Penuh Waktu,32.0,Rendah
138.0,2.64,3.02,2.67,2.22,2.79,2.64,2.71,1.16,91.8,81.9,71.5,,91.4,81.7,0.0,2.7,5.4,5.2,6.8,4.1,7.4,Paruh Waktu,14.0,Rendah
139.0,2.61,2.44,2.73,2.89,3.28,2.8,2.47,3.26,76.8,68.7,97.1,96.4,77.1,81.0,1.0,3.2,5.7,8.5,6.4,7.1,6.6,Penuh Waktu,48.0,Menengah
140.0,3.79,2.24,2.57,2.96,2.72,2.26,3.31,3.91,87.0,76.0,69.5,87.6,96.0,89.8,0.0,5.0,3.8,2.8,6.7,6.8,1.9,Penuh Waktu,37.0,Menengah
141.0,3.26,3.12,2.98,2.66,3.61,2.86,2.49,3.19,86.0,88.5,87.0,90.0,75.2,70.5,0.0,7.9,5.5,6.5,1.5,7.1,4.0,Tidak Bekerja,0.0,Rendah
142.0,2.75,2.39,2.9,2.73,2.34,3.86,2.26,1.63,100.0,79.2,82.0,81.4,79.3,,1.0,3.0,5.1,4.2,6.5,6.0,3.1,Tidak Bekerja,0.0,Menengah
143.0,2.69,2.55,2.32,2.24,3.74,2.92,2.2,2.89,95.6,86.7,98.7,69.6,65.1,87.6,0.0,5.6,0.0,3.8,3.0,2.2,3.0,Tidak Bekerja,0.0,Menengah
144.0,3.52,1.96,2.68,3.45,2.95,2.51,1.98,,88.6,70.3,96.9,69.0,82.8,82.4,3.0,8.2,4.5,4.5,2.3,3.7,3.4,Paruh Waktu,17.0,Menengah
145.0,3.01,2.7,3.89,3.19,3.04,2.11,2.11,2.9,86.5,78.9,86.4,100.0,92.0,73.6,1.0,4.8,3.4,4.2,4.2,4.0,2.5,Tidak Bekerja,0.0,Rendah
146.0,3.29,2.56,2.76,2.16,3.6,3.7,2.83,,86.8,71.6,80.9,86.3,80.5,82.8,,4.8,4.8,5.1,2.9,3.6,2.4,,44.0,Menengah
147.0,3.24,2.15,3.32,2.39,3.64,2.25,2.57,2.78,85.5,89.9,72.1,84.6,86.4,79.7,1.0,5.8,2.3,4.3,3.5,4.4,7.9,Paruh Waktu,16.0,Menengah
148.0,2.77,2.78,2.5,2.06,2.91,2.72,3.0,2.48,97.2,76.2,100.0,67.5,89.3,89.8,2.0,3.4,5.8,7.6,0.6,6.0,0.0,Penuh Waktu,45.0,Menengah
149.0,3.0,3.57,2.23,2.66,1.87,2.2,3.29,2.29,92.4,100.0,83.2,90.2,92.4,72.8,1.0,3.8,3.0,3.9,6.4,3.8,4.9,Paruh Waktu,18.0,
150.0,2.2,2.77,1.82,2.45,2.29,3.03,2.34,1.88,83.0,,82.3,78.9,78.3,86.1,0.0,3.2,4.3,6.5,2.4,4.9,1.4,Tidak Bekerja,0.0,Menengah
151.0,3.34,2.99,,3.17,2.34,2.16,2.56,2.55,79.9,97.7,100.0,71.3,78.1,86.4,1.0,4.2,5.8,6.8,6.5,6.2,8.3,Tidak Bekerja,0.0,Rendah
152.0,2.54,3.14,2.24,2.3,3.08,1.79,3.24,3.38,86.8,86.4,76.7,91.7,88.5,75.8,3.0,4.2,4.7,4.2,2.3,6.4,4.5,Tidak Bekerja,0.0,Menengah
153.0,2.65,2.38,3.18,2.61,2.66,2.66,2.55,2.67,100.0,74.5,76.9,98.8,81.3,80.5,0.0,7.1,2.2,6.6,5.1,5.9,5.9,Paruh Waktu,16.0,Menengah
154.0,3.37,3.44,2.62,2.98,2.57,4.0,,2.79,88.1,89.1,89.4,82.6,81.1,83.5,0.0,2.7,6.4,3.4,2.9,5.0,4.7,Tidak Bekerja,0.0,Menengah
155.0,3.22,2.4,2.37,2.84,3.38,3.49,2.05,3.25,84.4,84.6,90.0,80.2,96.0,99.2,0.0,7.9,1.3,4.5,1.1,3.5,0.2,Paruh Waktu,10.0,Rendah
156.0,1.97,3.2,2.49,2.65,3.2,2.56,3.13,2.23,94.6,88.4,84.1,86.3,72.1,86.1,1.0,4.7,2.5,3.7,,3.8,0.2,Tidak Bekerja,0.0,Menengah
157.0,3.37,2.58,2.33,2.95,2.85,3.02,2.33,3.3,80.3,91.8,77.0,100.0,92.0,100.0,0.0,6.7,3.9,6.7,6.8,5.7,6.3,Tidak Bekerja,0.0,Menengah
158.0,2.71,2.72,3.18,3.25,3.14,2.34,3.13,2.34,92.9,70.7,84.1,76.8,93.7,96.2,0.0,,5.3,6.4,7.2,5.1,4.0,Tidak Bekerja,0.0,Menengah
159.0,1.9,2.99,2.92,2.87,3.26,2.61,2.88,1.89,80.8,93.6,71.6,86.6,78.2,83.9,0.0,3.8,2.5,5.8,4.9,6.2,6.6,Paruh Waktu,10.0,Tinggi
160.0,2.22,2.22,2.29,2.5,2.56,2.89,2.3,2.91,89.9,80.3,77.0,85.9,83.0,87.2,0.0,8.1,5.1,3.7,3.2,3.3,2.1,Tidak Bekerja,0.0,Menengah
161.0,2.3,3.01,2.77,1.77,,3.16,2.25,2.96,76.4,86.0,72.4,67.1,81.2,83.8,2.0,4.2,2.6,4.2,5.5,4.9,5.4,Paruh Waktu,19.0,Menengah
162.0,3.58,,3.02,3.2,3.69,3.09,2.84,3.09,,94.2,69.3,88.2,89.6,84.3,1.0,6.6,8.8,5.3,6.4,8.2,5.3,Paruh Waktu,11.0,Menengah
,2.09,2.56,2.39,2.68,3.31,2.87,2.33,3.43,70.7,87.2,69.6,87.5,81.8,95.8,2.0,6.4,3.8,3.4,4.4,8.8,8.2,Paruh Waktu,14.0,
164.0,2.51,2.54,2.63,3.05,3.41,2.42,2.94,2.68,91.2,100.0,82.6,68.3,92.4,76.7,2.0,4.7,6.6,5.6,4.8,3.8,0.0,Tidak Bekerja,0.0,Tinggi
165.0,2.35,1.8,2.55,3.25,3.45,3.11,2.96,2.94,79.4,83.7,100.0,75.6,100.0,81.8,1.0,7.7,2.2,6.2,3.5,2.2,5.4,Tidak Bekerja,0.0,Menengah
166.0,2.71,3.02,3.22,2.72,3.68,2.86,,1.94,82.4,81.6,94.6,,73.2,86.7,0.0,6.3,8.1,6.8,6.5,5.1,5.8,Tidak Bekerja,0.0,Menengah
167.0,3.25,2.48,1.93,3.5,3.33,2.71,3.18,2.57,86.0,83.6,81.7,88.6,72.9,82.5,0.0,5.6,8.7,2.7,6.0,6.3,1.2,Penuh Waktu,32.0,Rendah
168.0,2.28,3.05,2.79,2.3,3.04,3.02,2.4,2.74,90.5,76.4,90.7,88.0,75.0,87.2,0.0,5.7,3.7,3.9,3.0,4.1,5.0,Tidak Bekerja,0.0,Menengah
169.0,2.96,2.42,2.45,3.13,2.47,3.42,3.33,2.76,92.5,91.2,82.5,93.6,95.1,75.5,0.0,5.3,5.3,6.7,4.1,3.8,5.3,Tidak Bekerja,0.0,Menengah
170.0,2.47,2.33,1.99,1.43,3.1,3.15,3.35,2.68,81.8,79.9,80.8,96.2,84.7,88.8,1.0,4.1,7.6,1.2,2.6,5.8,8.5,Penuh Waktu,31.0,Rendah
171.0,3.83,2.04,1.82,3.14,2.41,2.59,2.36,2.62,100.0,93.0,,70.8,73.5,56.6,0.0,3.4,6.9,6.0,4.6,5.0,3.6,Penuh Waktu,34.0,Rendah
172.0,2.22,2.4,2.27,2.77,2.93,2.86,2.86,3.59,89.2,92.8,80.9,94.4,80.4,89.1,1.0,2.3,5.3,3.0,6.9,6.8,4.1,Tidak Bekerja,0.0,Menengah
173.0,2.23,2.94,2.13,2.48,2.91,2.82,2.74,2.81,81.3,69.0,81.0,89.7,83.6,88.9,0.0,3.8,7.0,0.0,5.3,7.7,8.0,Tidak Bekerja,,Tinggi
174.0,2.44,1.3,3.72,2.21,3.03,2.12,2.32,1.94,77.6,78.6,83.7,81.3,70.6,79.8,1.0,7.9,7.7,5.9,6.3,9.1,6.1,Tidak Bekerja,0.0,
175.0,2.35,2.25,2.31,2.04,2.35,2.92,3.65,3.15,91.4,68.8,86.2,84.3,87.9,81.4,1.0,8.3,5.1,5.3,1.1,4.8,7.3,Tidak Bekerja,0.0,Menengah
176.0,2.67,2.91,3.56,2.67,3.15,2.96,3.06,2.94,79.5,80.5,76.5,68.6,97.4,85.1,0.0,7.4,8.1,5.1,2.4,4.6,3.7,Penuh Waktu,39.0,Menengah
177.0,2.71,2.43,2.36,2.11,2.85,3.68,3.39,3.08,91.8,83.7,67.0,81.3,75.3,86.5,0.0,7.5,8.9,5.1,1.7,5.1,5.2,Tidak Bekerja,0.0,Tinggi
178.0,3.24,2.81,2.65,1.9,2.91,2.69,3.03,3.18,97.3,88.4,74.5,63.5,76.8,98.3,0.0,,4.5,2.1,3.7,7.3,3.8,Paruh Waktu,12.0,Tinggi
,2.59,2.76,2.58,1.93,3.3,3.2,3.74,3.89,73.2,81.6,100.0,84.6,87.4,69.8,2.0,5.3,8.9,7.6,3.8,4.2,2.7,Tidak Bekerja,0.0,Menengah
180.0,1.83,3.2,2.46,3.1,2.76,1.98,2.83,3.85,89.9,84.4,95.8,87.1,87.1,74.1,0.0,5.5,7.1,3.3,7.8,4.8,3.2,Tidak Bekerja,0.0,Menengah
181.0,2.37,2.13,,2.45,3.73,2.89,3.22,2.3,69.3,72.8,84.0,65.1,74.9,79.1,0.0,2.4,0.8,5.6,5.1,6.6,2.8,Paruh Waktu,16.0,Menengah
182.0,2.92,2.75,2.39,1.99,3.23,3.04,1.89,2.38,86.8,89.4,69.8,84.1,90.4,81.5,0.0,5.5,4.0,6.8,3.4,2.7,5.1,Penuh Waktu,32.0,
183.0,2.65,2.52,2.77,1.88,3.0,2.94,2.55,3.25,73.7,96.3,86.5,81.6,84.8,83.9,2.0,7.4,2.8,3.5,7.1,3.8,6.8,Tidak Bekerja,0.0,Menengah
184.0,3.29,3.55,2.96,3.53,2.65,1.87,,1.85,86.7,94.6,88.2,100.0,65.3,84.2,0.0,5.0,2.3,2.7,3.3,2.8,4.8,Penuh Waktu,40.0,Rendah
185.0,2.0,3.21,2.88,3.15,2.48,2.71,3.55,2.75,93.1,78.8,92.2,79.5,66.0,84.9,3.0,4.1,1.8,5.4,3.2,11.2,2.1,Paruh Waktu,14.0,Menengah
186.0,2.45,2.55,2.41,2.03,2.82,3.04,3.01,3.16,88.2,79.7,93.4,71.4,76.0,75.4,2.0,7.2,6.9,6.0,7.1,3.2,5.7,Paruh Waktu,16.0,Menengah
187.0,3.35,2.92,2.69,3.32,2.4,1.99,2.65,3.02,95.4,90.3,93.4,95.5,81.6,83.5,1.0,7.6,2.6,5.9,3.6,7.2,5.0,Paruh Waktu,19.0,Rendah
188.0,2.58,3.0,2.07,2.86,3.03,3.09,1.78,2.37,76.2,86.0,89.8,100.0,80.1,80.0,1.0,7.3,5.6,7.5,5.6,2.7,2.3,Paruh Waktu,17.0,Tinggi
189.0,,3.15,3.09,2.91,2.19,3.24,2.2,3.3,91.3,98.6,85.2,76.8,72.1,73.2,0.0,1.7,6.9,7.1,6.1,4.9,9.1,Penuh Waktu,,Menengah
190.0,2.15,2.89,2.33,3.03,2.73,1.95,2.96,2.46,93.8,85.0,89.0,75.4,79.1,80.4,1.0,6.7,8.4,3.4,7.2,0.7,2.6,Penuh Waktu,47.0,Tinggi
191.0,2.67,3.38,3.03,2.57,2.99,2.12,2.87,2.0,75.2,90.8,58.3,,93.3,66.6,2.0,9.8,10.3,4.6,3.1,8.4,4.3,Penuh Waktu,33.0,Rendah
192.0,3.0,3.79,,3.32,2.06,3.13,2.72,2.47,86.7,94.5,90.0,76.2,92.4,78.6,3.0,5.4,4.4,4.6,6.5,2.9,8.9,Tidak Bekerja,0.0,Rendah
193.0,2.94,3.04,2.7,2.72,2.96,2.63,3.45,3.17,93.7,75.3,84.2,82.0,74.9,88.6,0.0,3.9,6.3,2.9,8.4,3.2,5.4,Tidak Bekerja,0.0,Tinggi
194.0,2.41,2.33,2.86,2.79,2.75,3.18,2.55,,79.9,76.5,82.2,80.0,80.5,96.7,0.0,4.5,3.7,5.1,5.2,2.6,4.4,Penuh Waktu,38.0,Rendah
195.0,3.38,3.19,2.41,3.13,2.67,1.78,2.83,2.44,85.0,100.0,87.2,74.8,94.6,88.6,0.0,2.7,1.8,3.0,6.7,4.4,5.2,Paruh Waktu,14.0,Rendah
196.0,,3.32,2.12,2.76,2.62,3.27,2.47,2.96,73.3,100.0,82.6,85.1,100.0,79.1,1.0,8.3,4.2,6.3,3.9,2.3,,Tidak Bekerja,0.0,Menengah
197.0,3.05,2.55,2.45,3.72,2.03,2.72,2.02,3.41,84.9,86.8,100.0,79.1,100.0,81.1,1.0,4.5,10.3,4.7,2.3,5.6,4.7,Tidak Bekerja,0.0,Tinggi
198.0,2.21,2.81,2.35,2.63,2.29,3.8,2.4,3.09,81.8,73.4,87.0,,90.6,58.8,0.0,2.5,6.9,3.2,5.4,2.5,6.5,Paruh Waktu,14.0,Tinggi
199.0,2.31,2.65,2.53,2.75,2.06,2.52,2.83,2.76,89.5,88.9,80.9,86.2,77.0,82.3,1.0,2.9,7.1,4.5,7.1,5.6,3.2,Penuh Waktu,35.0,Menengah
200.0,2.69,3.04,2.7,3.53,3.0,3.02,3.03,2.47,80.4,92.7,86.3,73.2,100.0,94.8,1.0,5.1,4.5,5.4,6.0,0.9,9.2,Tidak Bekerja,0.0,Rendah
201.0,2.71,3.54,2.95,2.27,2.82,2.69,2.21,2.93,85.2,90.6,86.9,78.5,92.7,78.8,2.0,0.0,5.3,3.9,5.8,9.0,9.1,Tidak Bekerja,0.0,Menengah
202.0,2.63,2.55,2.48,2.9,2.0,3.39,2.42,3.11,72.3,91.7,91.7,88.8,75.1,87.5,0.0,2.6,4.5,7.1,6.6,,3.1,Penuh Waktu,46.0,Menengah
203.0,2.98,1.66,3.42,2.94,3.29,2.47,2.53,,100.0,98.2,86.3,87.5,,100.0,2.0,5.8,5.1,4.3,5.5,3.8,6.0,Tidak Bekerja,0.0,Rendah
204.0,2.63,2.5,2.15,3.35,2.33,2.46,1.85,2.74,81.7,86.8,73.3,92.3,66.6,84.1,1.0,5.2,5.1,5.3,6.6,7.6,4.7,Paruh Waktu,16.0,Rendah
205.0,2.74,2.09,3.09,2.65,1.9,2.92,3.25,3.39,,86.5,85.5,99.9,76.9,80.4,0.0,3.3,2.1,5.5,8.2,,3.2,Penuh Waktu,48.0,Menengah
206.0,2.47,2.99,1.44,4.0,3.02,2.82,3.34,3.92,93.7,94.5,86.3,83.6,80.2,76.7,0.0,3.6,2.3,4.8,1.6,5.4,4.9,Tidak Bekerja,0.0,Rendah
207.0,2.48,2.83,2.77,3.38,4.0,3.32,2.52,2.5,93.7,68.2,81.8,82.6,90.8,91.1,0.0,3.5,4.2,5.9,3.4,7.4,6.2,Penuh Waktu,40.0,Menengah
208.0,2.81,3.0,1.89,2.83,1.76,2.66,3.08,3.27,88.3,91.8,82.0,79.9,100.0,93.3,1.0,2.7,1.5,4.1,7.4,5.1,0.6,Tidak Bekerja,0.0,Rendah
209.0,2.24,1.83,3.55,2.22,2.42,2.41,2.75,3.63,73.0,81.9,86.2,76.3,81.8,90.9,1.0,3.5,4.3,4.1,4.8,5.5,6.2,Penuh Waktu,45.0,Rendah
210.0,2.94,2.75,2.6,2.45,2.05,3.39,3.85,3.35,72.4,92.9,95.2,81.0,89.9,80.4,1.0,8.1,5.7,3.2,6.3,7.1,5.4,Tidak Bekerja,0.0,Tinggi
211.0,3.01,2.69,3.15,2.55,2.59,3.17,2.86,2.54,95.3,78.1,77.7,56.7,79.5,98.1,0.0,0.9,3.1,5.9,0.5,4.0,7.3,Paruh Waktu,13.0,Menengah
212.0,2.21,2.47,1.83,3.06,2.87,2.47,2.29,3.44,83.7,77.3,100.0,78.4,96.4,73.5,,4.3,6.0,4.9,5.5,3.9,1.8,Tidak Bekerja,0.0,Rendah
213.0,2.89,3.1,2.9,2.4,3.33,3.01,2.85,2.84,100.0,77.7,89.2,79.7,65.6,65.4,2.0,3.0,3.7,9.3,6.4,6.6,3.7,Paruh Waktu,17.0,Menengah
214.0,3.12,3.02,3.11,3.95,3.84,2.41,3.56,2.94,90.0,68.1,83.3,76.9,93.3,95.7,0.0,0.9,5.0,7.2,4.6,6.5,5.7,Tidak Bekerja,0.0,Menengah
215.0,2.59,3.12,2.81,1.76,3.22,2.56,2.11,2.53,66.0,72.5,86.4,87.3,88.1,85.0,0.0,3.6,4.9,4.1,1.7,3.5,6.8,Paruh Waktu,15.0,Menengah
216.0,2.35,2.74,3.52,3.3,2.99,2.69,2.94,3.09,75.1,93.5,74.0,90.7,73.9,100.0,4.0,6.5,1.9,5.0,4.0,3.7,5.3,Paruh Waktu,15.0,Menengah
217.0,3.15,2.98,2.09,2.36,2.62,2.01,2.86,3.46,97.5,92.4,92.3,100.0,93.4,94.3,0.0,2.1,7.7,5.8,4.8,4.3,3.9,Tidak Bekerja,0.0,Menengah
218.0,2.61,2.68,2.25,3.14,2.22,1.7,2.65,,85.8,73.4,86.0,89.4,85.9,82.4,2.0,6.0,1.5,3.2,2.4,7.7,6.4,Tidak Bekerja,,Menengah
219.0,2.79,2.87,2.88,2.97,2.58,2.84,3.23,2.56,80.8,82.1,74.0,78.2,77.8,85.0,1.0,6.7,7.9,5.1,5.9,5.5,0.8,Penuh Waktu,30.0,Menengah
220.0,1.78,2.41,4.0,3.08,2.31,3.45,2.25,2.47,73.5,87.6,98.7,75.0,64.4,95.9,3.0,8.1,1.0,5.9,5.5,3.4,2.2,Paruh Waktu,18.0,Menengah
221.0,3.38,2.29,2.26,2.33,,,3.2,3.51,60.8,81.2,88.0,87.0,100.0,64.9,1.0,0.0,9.1,6.5,3.9,5.3,5.5,Tidak Bekerja,0.0,Rendah
222.0,2.93,3.76,3.23,3.62,2.08,2.58,2.87,1.79,96.8,91.4,,83.2,97.5,77.0,1.0,7.6,4.5,,5.2,9.5,3.2,Tidak Bekerja,0.0,Menengah
223.0,3.55,3.16,2.75,2.3,3.2,2.28,2.08,2.6,64.7,71.2,100.0,69.3,73.1,85.7,0.0,5.2,4.5,1.0,6.7,4.1,7.4,Paruh Waktu,14.0,Menengah
224.0,2.42,2.98,2.57,2.32,2.45,3.12,2.93,3.23,88.6,68.9,100.0,88.8,90.1,81.2,1.0,7.2,2.8,6.2,0.8,6.4,2.8,Penuh Waktu,39.0,Menengah
225.0,2.45,3.21,3.54,2.98,,2.29,3.41,2.67,85.8,92.6,92.0,87.8,82.9,81.9,1.0,6.7,6.1,4.5,7.2,4.7,3.3,Tidak Bekerja,0.0,Rendah
226.0,2.61,3.37,2.35,2.84,,2.62,1.99,2.64,83.1,90.4,87.2,73.0,95.8,87.1,0.0,5.4,5.0,4.0,5.4,6.0,1.5,Tidak Bekerja,0.0,Rendah
227.0,3.36,2.66,2.25,2.26,2.6,2.6,3.21,2.42,89.4,81.9,77.6,81.7,88.4,94.1,1.0,4.5,2.6,7.0,3.2,5.5,5.0,Tidak Bekerja,,Rendah
228.0,3.32,2.29,2.95,2.93,3.39,2.85,2.34,1.95,81.5,65.4,78.7,82.1,78.1,85.4,0.0,4.5,4.3,0.2,2.4,6.3,6.6,Tidak Bekerja,0.0,Rendah
229.0,2.2,2.72,2.97,3.12,4.0,1.63,3.05,2.47,79.1,78.8,75.9,100.0,93.4,85.2,2.0,7.7,2.0,2.3,0.6,3.6,5.3,Tidak Bekerja,0.0,Tinggi
230.0,3.3,2.01,2.98,2.62,2.44,2.85,2.78,2.34,76.4,69.3,88.1,72.5,85.0,90.9,0.0,5.4,3.6,6.8,4.2,2.3,4.4,Tidak Bekerja,0.0,Menengah
231.0,2.4,3.07,2.56,1.76,2.46,2.16,2.77,2.15,94.3,84.1,83.2,91.6,94.6,84.8,0.0,3.5,1.5,3.6,3.8,5.2,4.3,Tidak Bekerja,0.0,Rendah
232.0,2.96,2.93,1.45,2.49,2.4,2.27,2.54,2.19,87.2,92.7,91.8,83.6,100.0,96.4,0.0,4.8,4.0,7.7,7.0,2.2,7.2,Tidak Bekerja,0.0,Menengah
233.0,2.73,3.08,3.3,2.38,1.77,2.74,2.9,2.87,81.7,86.2,100.0,88.8,81.3,80.0,1.0,4.7,8.3,4.6,5.0,4.0,,Paruh Waktu,14.0,Rendah
234.0,3.62,2.39,2.28,2.65,2.82,2.37,3.24,,76.6,79.8,69.8,72.5,88.9,76.7,1.0,8.6,5.1,2.3,2.7,7.1,4.8,Tidak Bekerja,0.0,Menengah
235.0,2.47,3.31,2.32,2.99,2.64,3.19,3.66,2.55,79.5,91.7,74.2,100.0,99.5,75.0,1.0,1.8,2.7,2.7,6.6,8.1,6.6,Tidak Bekerja,0.0,Rendah
236.0,2.63,,2.32,3.3,2.97,3.14,2.39,2.67,92.3,99.4,78.9,92.8,77.9,,2.0,4.2,6.3,5.3,10.2,5.5,4.0,Paruh Waktu,10.0,Rendah
237.0,1.88,2.63,3.25,2.7,3.84,1.88,2.27,1.59,100.0,75.6,65.1,78.9,71.1,79.0,0.0,5.1,6.6,4.7,5.1,3.8,2.0,Tidak Bekerja,0.0,Rendah
238.0,3.09,4.0,2.75,2.85,2.6,3.54,2.71,2.66,94.1,,72.2,93.8,79.1,75.2,0.0,9.2,4.6,6.0,5.1,3.2,6.4,Tidak Bekerja,0.0,Menengah
239.0,,3.26,,2.92,2.73,3.53,2.95,3.44,86.1,83.3,84.6,77.3,90.3,78.1,0.0,5.2,6.7,8.2,5.3,6.7,6.5,,14.0,Menengah
240.0,2.83,2.9,2.36,3.1,3.79,2.25,2.58,2.87,92.9,79.4,56.7,98.6,92.6,67.6,0.0,3.8,8.1,7.9,6.9,4.6,5.2,Penuh Waktu,35.0,Menengah
241.0,3.3,2.48,2.37,2.61,2.8,2.91,1.62,2.27,81.0,77.0,56.4,66.1,71.9,83.8,1.0,4.1,3.7,6.6,6.6,5.3,5.2,Tidak Bekerja,0.0,Rendah
242.0,3.14,3.43,2.63,3.0,1.32,2.53,2.52,3.5,88.9,89.9,89.4,85.5,100.0,61.9,0.0,5.3,7.3,1.2,6.7,3.5,5.2,Paruh Waktu,19.0,Menengah
243.0,3.93,2.47,2.94,3.18,3.39,2.62,1.85,2.88,86.3,81.5,83.7,86.4,88.6,88.2,1.0,4.6,5.8,4.4,6.3,3.7,5.1,Tidak Bekerja,0.0,Menengah
244.0,3.03,2.23,2.59,1.55,2.07,2.2,2.8,2.92,84.4,81.2,81.2,92.2,87.1,81.7,2.0,7.6,8.9,2.5,6.0,11.2,5.6,Tidak Bekerja,0.0,Tinggi
245.0,2.74,2.26,2.73,2.13,3.45,2.07,2.65,2.23,90.7,81.7,79.8,93.5,85.3,90.2,1.0,3.0,2.2,5.2,4.4,6.3,4.8,Tidak Bekerja,0.0,Menengah
246.0,3.1,2.33,2.9,2.1,2.98,2.57,2.76,3.1,72.7,78.2,89.6,100.0,83.6,90.9,1.0,,8.9,1.5,5.2,1.7,0.0,Paruh Waktu,12.0,Menengah
247.0,2.86,2.48,3.03,2.34,,3.14,3.18,2.11,72.6,80.5,77.9,89.8,85.5,96.6,0.0,5.6,3.7,1.2,5.4,1.6,3.7,Tidak Bekerja,0.0,Rendah
248.0,3.16,2.19,2.76,3.75,3.03,2.98,3.68,3.37,90.7,81.9,84.8,84.3,81.0,87.1,0.0,5.7,2.5,8.3,5.8,4.5,5.4,Tidak Bekerja,0.0,
249.0,2.24,2.93,2.99,1.1,2.95,4.0,1.7,2.72,65.5,76.1,65.7,86.6,92.9,,0.0,3.1,3.8,5.5,3.2,2.3,4.5,Paruh Waktu,13.0,Menengah
250.0,2.6,2.43,3.37,3.36,2.58,1.85,2.47,2.45,78.4,78.0,78.5,81.1,78.6,87.1,1.0,5.7,3.2,7.5,3.0,1.8,5.8,Paruh Waktu,14.0,
251.0,2.29,2.75,2.71,2.85,2.52,2.81,2.81,3.2,85.9,86.0,90.2,93.7,75.2,72.5,6.0,8.4,6.4,4.6,5.0,4.2,5.4,Paruh Waktu,10.0,Menengah
,2.31,2.4,2.79,4.0,2.84,1.47,2.43,3.09,73.7,93.3,86.6,94.9,79.4,78.6,1.0,6.1,5.0,4.9,8.1,,1.0,Paruh Waktu,18.0,Rendah
253.0,3.59,2.97,3.36,1.96,3.37,3.87,2.09,3.14,85.0,69.6,89.9,93.3,79.0,96.7,1.0,1.7,2.0,5.3,5.1,3.6,6.6,Penuh Waktu,32.0,
254.0,2.8,3.33,3.16,2.17,1.98,2.87,3.38,2.89,85.8,82.2,71.8,75.4,68.8,74.0,3.0,3.9,6.6,4.1,5.5,5.3,6.0,Paruh Waktu,13.0,Menengah
255.0,2.8,2.23,2.33,3.63,2.83,3.62,3.0,3.13,94.4,72.8,88.1,72.6,82.2,91.4,1.0,2.9,,2.0,,3.7,2.9,Tidak Bekerja,0.0,Tinggi
256.0,1.8,2.48,3.3,2.66,2.16,2.86,2.82,3.73,92.9,88.1,94.1,83.7,84.2,100.0,0.0,1.7,6.9,4.8,4.4,3.9,5.3,Tidak Bekerja,0.0,Menengah
257.0,1.93,2.54,3.0,2.3,2.04,2.78,3.18,1.9,93.2,93.2,94.5,97.2,100.0,81.4,1.0,5.2,4.2,5.0,8.1,2.3,3.3,Paruh Waktu,11.0,Menengah
258.0,2.49,2.27,3.12,2.76,1.82,2.85,2.88,2.68,88.0,72.8,100.0,88.8,67.3,84.9,1.0,5.8,2.8,6.1,8.4,3.7,5.9,Penuh Waktu,40.0,Tinggi
259.0,2.21,3.4,3.12,3.39,2.53,2.68,2.78,2.51,87.3,100.0,72.0,78.4,77.3,84.1,2.0,4.7,6.5,5.1,5.6,5.8,,Tidak Bekerja,0.0,Rendah
260.0,2.18,2.79,2.87,2.39,2.46,,2.18,2.92,76.0,95.6,100.0,76.4,90.3,77.7,0.0,7.1,2.5,6.0,3.3,4.6,2.9,Tidak Bekerja,0.0,Menengah
261.0,2.98,2.13,2.65,2.36,3.23,3.39,2.03,3.16,76.8,82.5,85.3,100.0,75.0,93.3,0.0,2.7,,5.1,5.0,0.0,7.3,Tidak Bekerja,0.0,Menengah
